"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.207308363E2,9.473739199E-1,9.693695372E-1,-2.517189501E0
1.207508173E2,1.108415083E0,1.181878258E0,-2.284950374E0
1.207707983E2,9.508051392E-1,1.316443155E0,-1.739403985E0
1.207907793E2,4.446578000E-1,1.077696078E0,-8.444841206E-1
1.208107603E2,1.367821616E-1,1.015324121E0,-5.284947395E-1
1.208307416E2,-1.629743256E-1,1.075026824E0,-3.455324382E-1
1.208507226E2,-6.019201999E-1,1.058395588E0,-7.728732705E-2
1.208707036E2,-1.121768735E0,9.025979890E-1,3.456967449E-1
1.208906856E2,-1.249901987E0,7.050215954E-1,1.283226439E0
1.209106666E2,-1.014308459E0,8.946052837E-1,2.160764285E0
1.209306476E2,-1.122377430E0,1.434471834E0,2.577944410E0
1.209506286E2,-4.185298093E-1,1.962950348E0,1.803573668E0
1.209706096E2,7.480697472E-2,1.219399841E0,1.292852125E0
1.209905906E2,2.794187017E-2,-4.248927493E-1,2.251189721E0
1.210105716E2,3.988851016E-1,-1.735156713E0,3.400604383E0
1.210305526E2,7.910202505E-1,-2.410479716E0,4.158884173E0
1.210505336E2,2.021834514E-1,-2.121030262E0,2.534201390E0
1.210705146E2,-1.075431597E-1,-1.721182745E0,2.444539601E-1
1.210904956E2,8.878565736E-2,-1.440660381E0,-1.565305477E0
1.211104766E2,6.574466023E-1,-8.786520329E-1,-2.192206517E0
1.211304576E2,1.363992567E0,-1.639237672E-1,-2.258493478E0
1.211504386E2,1.799846653E0,7.463245726E-1,-2.161613885E0
1.211704196E2,1.616443910E0,1.059156165E0,-1.125617664E0
1.211904006E2,6.825967924E-1,3.664238088E-1,-2.190793830E-1
1.212103816E2,-1.968302524E-1,-3.974105434E-1,3.051287627E-1
1.212303626E2,-8.374180529E-1,-8.717806774E-1,2.565974575E-1
1.212503436E2,-1.047494186E0,-8.951198387E-1,-5.500569320E-1
1.212703246E2,-7.564422291E-1,-4.998123926E-1,-1.142169963E0
1.212903056E2,-4.260992127E-1,-9.607764691E-2,-1.677646278E0
1.213102866E2,-3.603451530E-1,3.192306389E-1,-2.049452010E0
1.213302676E2,-2.572865519E-1,8.272892135E-1,-2.590037622E0
1.213502486E2,-8.182125807E-2,1.052051505E0,-3.004995806E0
1.213702296E2,5.320938469E-1,1.046012063E0,-2.260383883E0
1.213902106E2,8.142608862E-1,8.348370919E-1,-1.025292892E0
1.214101916E2,5.462666937E-1,7.337896040E-1,-2.240272969E-1
1.214301726E2,-1.998301298E-1,9.866822657E-1,-1.686202508E-1
1.214501536E2,-5.312672699E-1,1.095660478E0,-1.949531865E-1
1.214701346E2,-2.437942480E-1,1.118893074E0,5.965645158E-1
1.214901156E2,-8.199711308E-2,1.099300516E0,2.398016814E0
1.215100966E2,-8.168239401E-1,1.814633969E0,2.922286355E0
1.215300776E2,-9.588764164E-1,1.756574041E0,5.897548485E-1
1.215500586E2,-4.060728280E-1,3.916764714E-1,1.900263226E0
1.215700396E2,-9.343950015E-1,-1.631273033E0,3.369829903E0
1.215900206E2,-2.022618114E0,-2.827455627E0,4.285824886E0
1.216100016E2,-1.991801241E0,-2.451065239E0,3.032343233E0
1.216299826E2,-2.290683131E0,-1.182905029E0,9.767902386E-1
1.216499636E2,-2.748464422E0,-6.014799777E-1,-3.686920899E-1
1.216699446E2,-2.999551755E0,-1.558595797E-1,-8.430462903E-1
1.216899256E2,-2.952040205E0,-4.355006218E-2,-1.130094293E0
1.217099066E2,-2.386876699E0,-3.685019092E-1,-1.169053706E0
1.217298876E2,-1.684997397E0,-9.506347659E-1,-6.484000826E-1
1.217498686E2,-1.109511874E0,-1.474802566E0,-6.268390596E-2
1.217698496E2,-7.762311072E-1,-1.702031944E0,-1.390847951E-1
1.217898306E2,-5.330079129E-1,-1.539636932E0,-7.244296736E-1
1.218098116E2,-6.276349387E-1,-1.003552506E0,-2.074129014E0
1.218297926E2,-3.725185809E-1,-3.795312198E-1,-2.838296365E0
1.218497735E2,-4.610727251E-1,1.912855205E-1,-2.757484336E0
1.218697545E2,-4.764184502E-1,5.916421835E-1,-2.906845028E0
1.218897355E2,-4.966413014E-1,7.682329202E-1,-2.265390853E0
1.219097175E2,-7.294179332E-1,9.650225709E-1,-1.931836436E0
1.219296985E2,-4.646979623E-1,9.617567548E-1,-8.737318933E-1
1.219496795E2,-5.568899516E-1,5.681333068E-1,5.362007850E-1
1.219696605E2,-1.151462285E0,1.747321992E-1,1.455373730E0
1.219896415E2,-1.308444457E0,-2.320280421E-1,1.534064974E0
1.220096225E2,-1.013375390E0,-3.185810132E-1,1.389928769E0
1.220296035E2,-8.643262084E-1,-3.230536947E-1,1.553447909E0
1.220495845E2,-1.524178209E0,3.900709721E-1,2.081170816E0
1.220695655E2,-2.188734733E0,1.508161224E0,4.127368265E-1
1.220895465E2,-2.174054531E-1,1.277538267E0,-5.670208740E-1
1.221095275E2,5.828421240E-1,-4.786595052E-1,2.201817586E0
1.221295085E2,1.113697923E-2,-3.127019010E0,4.473939754E0
1.221494895E2,-4.239542712E-1,-3.633338184E0,4.335685848E0
1.221694705E2,-5.589111514E-1,-2.598510822E0,1.125641053E0
1.221894515E2,-5.942451812E-1,-2.017836553E0,-3.031243372E-1
1.222094325E2,-3.869726422E-1,-1.302400921E0,-2.435365319E-1
1.222294135E2,-4.983406484E-1,-8.878625670E-1,-2.350721025E-1
1.222493945E2,-5.830984147E-1,-6.349871546E-1,-3.468375367E-1
1.222693755E2,-4.763884467E-1,-4.729597856E-1,4.140144432E-1
1.222893565E2,1.289268568E-1,-4.759901051E-1,1.096817788E0
1.223093375E2,4.217898878E-1,-2.443280987E-1,1.056322896E0
1.223293185E2,1.735992098E-1,-1.642599821E-1,-7.192367613E-2
1.223492995E2,-3.689567130E-1,3.683892041E-3,-1.650867199E0
1.223692805E2,-7.140084735E-1,-2.183524279E-1,-2.259782789E0
1.223892615E2,-8.651291773E-1,-5.879216002E-1,-1.566026439E0
1.224092425E2,-9.479596648E-1,-9.150138205E-1,-9.982518589E-1
1.224292235E2,-1.527466683E0,-1.535239825E0,-9.208779931E-1
1.224492045E2,-1.770418201E0,-1.954732817E0,-8.437701756E-1
1.224691855E2,-1.487170596E0,-2.384996819E0,-7.532324731E-1
1.224891665E2,-8.528576258E-1,-2.496474862E0,2.761107856E-1
1.225091475E2,-1.183982744E0,-2.384189903E0,7.453393167E-1
1.225291285E2,-1.166637125E0,-1.417545461E0,4.320741534E-2
1.225491095E2,-1.103625044E0,9.354287893E-2,-3.498330653E-2
1.225690905E2,-8.707748102E-1,2.641008970E-1,4.495146435E-1
1.225890715E2,-8.567476322E-1,-6.847984153E-1,2.217048413E0
1.226090525E2,-1.385058623E0,-1.384436918E0,2.146989999E0
1.226290335E2,-1.679694265E0,-1.419181073E0,9.920368534E-1
1.226490145E2,-1.251962108E0,-9.939779828E-1,-2.392686492E-1
1.226689955E2,-5.761336500E-1,-7.151391788E-1,-5.597796822E-1
1.226889765E2,-6.755286051E-1,-1.004381203E0,4.367004704E-1
1.227089575E2,-1.069796782E0,-1.196794505E0,6.945691127E-1
1.227289385E2,-7.622306802E-1,-9.049726894E-1,1.216828966E-1
1.227489195E2,-1.069510560E-2,-6.440823524E-1,2.443960726E-2
1.227689005E2,3.420666838E-1,-5.113097727E-1,-1.761005938E-1
1.227888815E2,4.611648918E-1,-7.292716067E-1,5.328450680E-2
1.228088625E2,9.434281457E-2,-7.847714773E-1,3.388268512E-1
1.228288435E2,-3.169877566E-1,-4.570499504E-1,-6.379838526E-1
1.228488252E2,-3.763597265E-1,-4.540466742E-1,-8.742166275E-1
1.228688062E2,5.183379067E-1,-3.989944080E-1,-4.076439017E-1
1.228887872E2,7.671924081E-1,-5.104076935E-1,3.172553033E-1
1.229087682E2,7.055587352E-1,-2.533117609E-1,4.345498645E-1
1.229287492E2,9.218706311E-1,4.737903826E-1,1.248988652E-1
1.229487302E2,9.946958748E-1,8.718280399E-1,-2.887010103E-1
1.229687112E2,1.145742904E0,9.008046480E-1,-1.390444493E-1
1.229886922E2,1.175100019E0,8.850336841E-1,-6.858550072E-2
1.230086732E2,8.017805891E-1,6.999282320E-1,-3.583460265E-1
1.230286542E2,2.790565398E-1,7.030772500E-1,-6.416073722E-1
1.230486352E2,-2.234279573E-2,8.405876823E-1,-9.314906895E-1
1.230686162E2,-8.176461317E-2,7.244292350E-1,-9.014149511E-1
1.230885972E2,-1.199574564E-1,3.839107843E-1,-7.008408362E-1
1.231085782E2,-4.082362247E-1,1.065671133E-1,-7.617676538E-1
1.231285592E2,-6.214369632E-1,4.386054933E-2,-9.152021009E-1
1.231485402E2,-6.741118978E-1,9.459742427E-2,-8.759573436E-1
1.231685212E2,-9.446236821E-1,2.529080106E-1,-9.058459711E-1
1.231885022E2,-8.654599835E-1,5.578432305E-1,-1.019100106E0
1.232084832E2,-5.630478372E-1,9.326291424E-1,-1.265139247E0
1.232284642E2,-3.977027580E-2,9.652525127E-1,-8.133155376E-1
1.232484452E2,-1.599798203E-2,8.721348725E-1,3.563053483E-1
1.232684262E2,-4.465755406E-1,7.145671018E-1,8.958624351E-1
1.232884072E2,-7.107480660E-1,8.885287111E-1,7.170767999E-1
1.233083882E2,-5.223282659E-1,1.151403447E0,2.448252583E-1
1.233283692E2,-3.738215598E-1,1.193549739E0,-3.976393157E-1
1.233483502E2,-4.746157171E-1,1.579975703E0,-1.069246413E0
1.233683312E2,-5.352463733E-1,1.579442875E0,-1.555286858E0
1.233883122E2,-1.106111792E0,1.445513570E0,-1.782009721E0
1.234082932E2,-1.355133450E0,1.252662604E0,-1.812088968E0
1.234282742E2,-9.940145279E-1,9.017208336E-1,-1.611396739E0
1.234482552E2,-3.300943270E-1,5.623104302E-1,-1.045997883E0
1.234682362E2,-3.838327239E-1,2.903579651E-1,-6.025748688E-1
1.234882172E2,-6.435400231E-1,4.462567943E-1,-9.183905876E-1
1.235081982E2,-7.503633906E-1,6.154541653E-1,-1.467488576E0
1.235281792E2,-3.456808113E-1,9.634362944E-1,-1.923799438E0
1.235481602E2,-1.593188656E-1,1.353183696E0,-1.577503939E0
1.235681412E2,-1.428883504E0,3.429609497E0,1.575380230E-1
1.235881222E2,-3.809966489E0,5.879341425E0,1.411567560E0
1.236081032E2,-4.026835333E0,5.451986559E0,3.304380848E0
1.236280842E2,-1.004660115E0,4.773558685E0,8.857823616E0
1.236480652E2,6.298166080E-1,4.624563152E0,1.388567537E1
1.236680462E2,-1.437981479E0,5.170292267E0,1.138060422E1
1.236880272E2,-3.569436596E0,5.310548260E0,6.819804667E0
1.237080082E2,-3.910119938E0,4.341454711E0,4.767799178E0
1.237279892E2,-3.407848791E0,1.952461028E0,3.676135125E0
1.237479702E2,-3.611720736E0,-2.998967034E0,3.371913850E-2
1.237679522E2,-2.633633292E0,-7.564549906E0,2.571178597E-1
1.237879332E2,-1.058710753E0,-1.000196994E1,3.184360315E0
1.238079142E2,-4.422256507E-1,-9.859742264E0,1.944024957E0
1.238278952E2,1.232003953E-1,-7.870050552E0,-3.115290080E0
1.238478768E2,1.004451223E0,-5.429103481E0,-7.287048653E0
1.238678578E2,1.981496108E0,-3.533280045E0,-8.123990450E0
1.238878388E2,3.245406124E0,-2.327044626E0,-4.748903316E0
1.239078198E2,5.060346487E0,-9.167913010E-1,-1.080132174E0
1.239278008E2,6.860805343E0,1.229345077E0,1.849652066E0
1.239477818E2,6.437489734E0,2.332405500E0,3.291231045E0
1.239677628E2,3.491397901E0,1.167763225E0,2.838274146E0
1.239877437E2,6.517065369E-1,-1.125306739E0,2.148961680E0
1.240077248E2,-1.630382210E0,-2.747500800E0,6.587262654E-1
1.240277058E2,-1.593285866E0,-2.888728015E0,-2.057108939E-1
1.240476868E2,-2.745924099E-1,-1.954568072E0,8.907882214E-1
1.240676678E2,-1.918136702E-1,-1.750056734E0,4.363332653E-1
1.240876488E2,-3.048909272E-1,-1.347726198E0,8.692880094E-2
1.241076298E2,-5.135917948E-1,-8.044369061E-1,-4.557021672E-1
1.241276108E2,-3.188296661E-1,-6.142356786E-1,-6.416348541E-1
1.241475918E2,-5.379499796E-1,-1.038342562E0,-2.143402147E-1
1.241675728E2,-3.123914431E-1,-1.088196727E0,5.193263054E-1
1.241875538E2,-2.483900133E-1,-5.150711404E-1,2.160908711E-1
1.242075347E2,-3.668967023E-1,-9.304381907E-4,-5.845093113E-1
1.242275158E2,-8.333206165E-1,2.048488681E-1,-1.857550485E0
1.242474968E2,-7.754476534E-1,6.933175161E-2,-2.566549941E0
1.242674778E2,-2.130868641E-1,-3.943161969E-1,-1.341962305E0
1.242874588E2,5.403609328E-2,-6.786386660E-1,-4.484551281E-1
1.243074398E2,-3.251234628E-1,-1.184664748E0,-2.829245460E-1
1.243274208E2,-7.605144493E-1,-1.411448569E0,-1.448688024E0
1.243474018E2,-1.480762633E0,-1.263391221E0,-3.105726374E0
1.243673828E2,-1.622322116E0,-9.870843349E-1,-3.895294030E0
1.243873638E2,-1.682151265E0,-6.681797513E-1,-2.826583807E0
1.244073448E2,-1.686175465E0,-4.448312431E-1,-2.393913238E0
1.244273258E2,-9.444012686E-1,-1.174315323E-1,-1.266142629E0
1.244473068E2,-3.850055292E-2,7.759307796E-1,-8.752474916E-1
1.244672877E2,-6.871165439E-2,8.074000557E-1,-5.245636564E-1
1.244872688E2,-1.253957908E0,1.466833980E-1,-5.836690664E-1
1.245072498E2,-2.129203061E0,-2.028159374E-1,-8.736740059E-1
1.245272308E2,-1.608801599E0,-3.033170030E-1,-4.511524487E-1
1.245472118E2,-4.505741590E-1,-9.953101248E-2,2.827105379E-1
1.245671928E2,1.694947750E-1,3.987771839E-2,9.247260457E-1
1.245871738E2,-1.143156973E-1,3.123187914E-1,4.953959906E-1
1.246071548E2,-6.885108125E-1,2.770479481E-1,-6.615089554E-1
1.246271358E2,-7.589213754E-1,1.602454300E-1,-9.905855745E-1
1.246471168E2,-5.514718120E-1,1.417553647E-1,-1.136294096E0
1.246670978E2,-1.397695772E-1,1.458753128E-1,-8.799732113E-1
1.246870787E2,6.314254694E-2,3.312688865E-1,-9.988044208E-1
1.247070598E2,-5.616969842E-1,3.930827267E-1,-1.920277660E0
1.247270417E2,-9.283541699E-1,2.594826199E-1,-2.270409518E0
1.247470228E2,-7.127846512E-1,3.093517680E-1,-2.353124816E0
1.247670038E2,8.615938045E-2,4.580599107E-1,-1.775667831E0
1.247869848E2,4.931992648E-1,6.037361258E-1,-1.281664647E0
1.248069658E2,3.327143182E-1,8.541536611E-1,-1.369281666E0
1.248269468E2,3.280817885E-1,1.287997474E0,-1.414014035E0
1.248469273E2,7.856377423E-2,1.900820612E0,-1.798457939E0
1.248669083E2,9.109437199E-1,2.337813151E0,-1.153964966E0
1.248868893E2,1.001384066E0,2.380333811E0,4.562097055E-1
1.249068703E2,8.832491139E-1,2.408353960E0,9.956931174E-1
1.249268512E2,1.302398874E0,2.119760100E0,1.697015764E0
1.249468323E2,9.491556396E-1,1.391272605E0,1.750938787E0
1.249668133E2,7.652052319E-1,7.414159812E-1,1.698892720E0
1.249867943E2,8.357565665E-1,6.118375893E-1,1.805340112E0
1.250067753E2,1.133854783E0,1.016872171E0,2.041278187E0
1.250267563E2,6.324947058E-1,9.883504763E-1,1.815559875E0
1.250467373E2,-3.795434989E-2,4.448131898E-1,1.286074618E0
1.250667183E2,-2.765167286E-1,-1.073503478E-1,8.375668645E-1
1.250866993E2,2.327759010E-1,-6.114541581E-1,4.178566486E-1
1.251066803E2,9.693266333E-1,-1.068540215E0,3.355483174E-2
1.251266613E2,1.039191139E0,-1.062212943E0,-8.729495358E-1
1.251466423E2,1.040576345E0,-6.417120373E-1,-1.451366048E0
1.251666233E2,1.083136400E0,2.952269416E-1,-1.899071563E0
1.251866042E2,1.325988150E0,1.347746078E0,-2.018652971E0
1.252065853E2,9.686390738E-1,1.374641077E0,-1.724764311E0
1.252265663E2,3.319436552E-1,6.633154526E-1,-1.051492512E0
1.252465473E2,5.368009286E-1,4.084937945E-2,-1.659346247E-1
1.252665283E2,1.023506641E0,-2.615402551E-1,5.957242709E-1
1.252865093E2,1.110709019E0,-2.242274179E-1,5.512240362E-1
1.253064903E2,4.188955526E-1,-1.418000959E-1,4.294417369E-1
1.253264713E2,2.901522162E-1,4.768375129E-2,2.984822327E-1
1.253464523E2,6.478329758E-1,5.545500787E-1,-8.413441658E-1
1.253664333E2,8.153888872E-1,1.095957517E0,-2.156254912E0
1.253864143E2,6.727147787E-1,1.430233919E0,-2.649337744E0
1.254063953E2,4.602336131E-2,1.281596235E0,-2.170821496E0
1.254263763E2,-1.890067144E-1,1.074815593E0,-1.519412436E0
1.254463573E2,-2.628888423E-1,1.157178303E0,-4.445567894E-1
1.254663383E2,-1.013653571E-1,1.368172157E0,2.660056275E-1
1.254863193E2,-1.859436505E-1,1.708922157E0,7.997453195E-1
1.255063003E2,-3.651548899E-1,1.378099852E0,1.335123401E0
1.255262813E2,2.333308017E-1,7.868510395E-1,2.507305368E0
1.255462623E2,4.500050057E-1,1.064104079E0,3.307955251E0
1.255662433E2,5.570690957E-1,2.440215000E0,2.613942794E0
1.255862243E2,1.121164133E0,2.870644916E0,1.326255514E0
1.256062053E2,1.437258764E0,1.274697398E0,1.830832803E0
1.256261863E2,7.586750615E-1,-1.019790955E0,2.794080305E0
1.256461673E2,-4.406536999E-1,-1.782202680E0,1.947433299E0
1.256661482E2,-6.492672247E-1,-1.235613731E0,3.172260672E-1
1.256861293E2,-1.130363557E0,-6.434916374E-1,-1.012733073E0
1.257061103E2,-1.720222632E0,-3.180212885E-1,-1.475847171E0
1.257260913E2,-2.076402558E0,-2.420738509E-1,-1.330978895E0
1.257460723E2,-1.761829226E0,-3.433233601E-1,-1.229099933E0
1.257660543E2,-1.100218237E0,-6.914379287E-1,-9.999346876E-1
1.257860343E2,-4.042527359E-1,-1.164092343E0,-8.263571674E-1
1.258060163E2,-1.822033693E-1,-1.675463512E0,-9.726790613E-1
1.258259973E2,-7.915507391E-2,-1.757240331E0,-1.473426424E0
1.258459785E2,-2.246943546E-1,-1.596191640E0,-1.988988876E0
1.258659595E2,-3.397429638E-1,-1.336373244E0,-2.424387757E0
1.258859405E2,-7.787869982E-3,-4.077737099E-1,-2.302112537E0
1.259059215E2,4.739835600E-1,5.424204683E-1,-1.996799587E0
1.259259025E2,1.326371435E-1,8.538458052E-1,-1.548335103E0
1.259458835E2,-1.899435114E-2,1.129757493E0,-1.242601154E0
1.259658645E2,3.592211355E-1,1.637514205E0,-9.859697825E-1
1.259858455E2,6.375938433E-1,1.979363775E0,-5.975988883E-1
1.260058265E2,2.281347832E-1,1.605961460E0,8.231827140E-2
1.260258075E2,-4.508763504E-1,1.070805865E0,7.847185600E-1
1.260457885E2,-9.710053689E-1,6.947246486E-1,6.491485262E-1
1.260657695E2,-9.937738419E-1,8.418397173E-1,1.477942228E-1
1.260857505E2,-6.579955827E-2,1.392008623E0,-8.207795084E-2
1.261057315E2,3.989383478E-1,1.642841019E0,9.467010516E-1
1.261257125E2,-3.478102941E-2,1.384640839E0,1.592845278E0
1.261456935E2,-6.358461106E-1,1.983094591E0,2.168446357E0
1.261656745E2,-5.306930368E-1,2.117222409E0,7.333811760E-1
1.261856555E2,7.744105766E-1,1.296422727E0,6.385329062E-1
1.262056365E2,1.621321511E0,-1.017984165E0,2.203474687E0
1.262256175E2,1.382795166E0,-2.984733742E0,3.525461733E0
1.262455985E2,1.534836916E-1,-3.019518243E0,2.750285829E0
1.262655795E2,-2.481068436E-1,-2.241035154E0,6.555073732E-1
1.262855605E2,-2.706162119E-1,-1.481973299E0,-5.051204950E-1
1.263055415E2,-2.870510175E-1,-1.094720100E0,-1.238195862E0
1.263255225E2,-8.754377271E-2,-7.558564112E-1,-1.215734367E0
1.263455035E2,6.168733576E-1,-2.697829288E-1,-1.035961722E0
1.263654845E2,8.232406745E-1,-2.090347436E-1,-5.864874244E-2
1.263854655E2,3.540051267E-1,-2.695028472E-1,7.976028997E-1
1.264054465E2,-6.472695052E-2,-3.823745745E-1,5.461790586E-1
1.264254275E2,-2.659323911E-1,-4.937102383E-1,-1.928809333E-1
1.264454085E2,-2.754769474E-1,-5.003164226E-1,-7.747116351E-1
1.264653895E2,-3.340613705E-1,-4.036368048E-1,-1.201465992E0
1.264853705E2,-2.882720074E-1,-1.335185382E-1,-1.710221116E0
1.265053515E2,-3.765826151E-2,2.496033105E-1,-1.838791448E0
1.265253325E2,6.466789547E-1,6.759857842E-1,-1.987842237E0
1.265453135E2,9.626865352E-1,1.120961819E0,-1.768666960E0
1.265652945E2,7.206569038E-1,1.057249973E0,-1.681976141E0
1.265852755E2,4.348016968E-1,1.016056046E0,-1.467586225E0
1.266052565E2,3.922262558E-1,7.524846143E-1,-2.348183334E-1
1.266252375E2,2.273660936E-1,6.479130095E-1,3.066800290E-1
1.266452185E2,3.167915460E-2,6.847870132E-1,7.063132453E-1
1.266651995E2,-1.814168640E-1,8.387959492E-1,7.616992414E-1
1.266851805E2,-1.050776228E0,1.146970527E0,1.026775746E0
1.267051615E2,-1.708595005E0,1.544839930E0,5.864090717E-1
1.267251425E2,-1.718962265E-1,1.318851185E0,1.012183435E0
1.267451235E2,8.920656918E-1,1.921582174E-1,2.601391160E0
1.267651045E2,7.030298875E-1,-1.772199263E0,3.909220344E0
1.267850855E2,-1.766515842E-1,-2.759201664E0,3.637504910E0
1.268050665E2,-5.018702471E-1,-1.863205912E0,1.531019744E0
1.268250475E2,-5.117268619E-1,-4.587795568E-1,-1.008767492E-1
1.268450283E2,-1.158045738E0,-1.517823163E-1,-4.242751372E-1
1.268650093E2,-1.725126400E0,-4.515219927E-2,-5.414299500E-1
1.268849903E2,-1.594670194E0,2.051937076E-1,-1.064935845E0
1.269049713E2,-9.882830872E-1,8.495419621E-2,-1.326794043E0
1.269249523E2,-4.693633825E-1,-4.915388748E-1,-8.517563027E-1
1.269449333E2,-2.237079658E-1,-1.237523432E0,5.310558200E-2
1.269649143E2,-5.036075736E-2,-1.542105187E0,4.986587369E-1
1.269848953E2,8.725412540E-2,-1.276686036E0,-4.551121831E-1
1.270048763E2,2.783515665E-1,-7.521770507E-1,-1.186313517E0
1.270248573E2,2.123259905E-2,-3.446810836E-1,-1.659312918E0
1.270448383E2,-3.062502039E-1,-1.041973829E-2,-2.041188725E0
1.270648193E2,-4.735037959E-1,3.703211242E-1,-2.547704365E0
1.270848003E2,-2.354203042E-1,6.007318264E-1,-2.500619661E0
1.271047813E2,-2.557081508E-2,6.954520422E-1,-2.174131020E0
1.271247623E2,3.055498353E-1,8.042584929E-1,-1.211171785E0
1.271447433E2,-1.064017832E-1,8.099516344E-1,-8.407851720E-1
1.271647243E2,-1.820686641E-1,7.866086724E-1,-3.737557787E-1
1.271847053E2,-7.997752865E-1,5.681143034E-1,3.243479759E-1
1.272046863E2,-1.204755708E0,6.331511289E-1,-1.945158148E-1
1.272246673E2,-6.722215661E-1,6.509290034E-1,9.511765105E-1
1.272446483E2,-3.090592245E-1,5.709958112E-1,2.034555058E0
1.272646293E2,-4.185402977E-1,1.268273647E0,2.940305720E0
1.272846103E2,-3.378574651E-2,1.936068066E0,2.014553488E0
1.273045913E2,1.049608612E0,1.859918900E0,2.291986914E0
1.273245723E2,1.845628012E0,9.303349873E-1,3.193246914E0
1.273445533E2,2.069745649E0,-9.824404031E-2,3.702321880E0
1.273645343E2,2.300002277E0,-9.860813181E-1,3.431168949E0
1.273845153E2,1.964946003E0,-1.676233006E0,2.963914438E0
1.274044963E2,1.039688810E0,-1.930426088E0,1.287404859E0
1.274244773E2,2.864022141E-1,-2.262362288E0,-5.832591766E-1
1.274444583E2,1.196037181E-1,-2.054316601E0,-1.837849461E0
1.274644393E2,6.028487378E-1,-1.205057352E0,-2.470239868E0
1.274844203E2,1.161300883E0,-4.018911186E-1,-2.993128881E0
1.275044013E2,1.279100059E0,1.041011962E-1,-2.674246298E0
1.275243823E2,5.443774583E-1,-4.752035084E-1,-1.527076966E0
1.275443633E2,-1.235995591E-1,-9.849824801E-1,-4.659535056E-1
1.275643443E2,-2.997518642E-1,-1.389363635E0,-2.996382272E-1
1.275843253E2,-1.130018462E-1,-1.387680222E0,-1.102644539E-1
1.276043063E2,-2.592869940E-1,-9.888091904E-1,-7.242197585E-1
1.276242873E2,-1.503036833E-1,-2.092949447E-1,-1.625830007E0
1.276442683E2,3.172129110E-1,4.579480827E-1,-1.590067266E0
1.276642493E2,6.545347620E-1,8.782292792E-1,-1.714764987E0
1.276842303E2,9.723257433E-1,1.232564408E0,-1.669064319E0
1.277042113E2,1.320107751E0,1.462663161E0,-1.422643940E0
1.277241923E2,1.245814930E0,1.518052958E0,-9.230467254E-1
1.277441733E2,6.350526434E-1,1.165428140E0,-5.608912379E-1
1.277641543E2,1.059313382E-1,1.056926621E0,-4.809802651E-2
1.277841353E2,3.380490985E-2,1.352566230E0,5.908962250E-2
1.278041163E2,-1.139373824E-2,1.583532418E0,4.470026797E-1
1.278240973E2,-1.622936731E-1,1.411874539E0,1.401843055E0
1.278440790E2,-1.059085706E0,1.581107285E0,2.374648417E0
1.278640600E2,-8.895443724E-1,1.225222644E0,1.933953128E0
1.278840410E2,7.715993084E-2,5.013999116E-1,2.838622640E0
1.279040220E2,-3.555604130E-2,-9.987053105E-1,3.470601987E0
1.279240030E2,-7.783300383E-1,-2.530725513E0,3.629864938E0
1.279439840E2,-5.914914350E-1,-2.891053161E0,3.409155352E0
1.279639650E2,-1.191765607E-1,-2.092543650E0,2.064793934E0
1.279839460E2,-6.993596634E-1,-1.052605529E0,4.121275467E-1
1.280039270E2,-1.428213852E0,-7.187163591E-1,-7.982145184E-1
1.280239080E2,-1.774748064E0,-7.040886721E-1,-1.486385023E0
1.280438890E2,-1.469386290E0,-7.111737433E-1,-1.645857305E0
1.280638700E2,-5.863298785E-1,-9.228482124E-1,-9.189139134E-1
1.280838510E2,3.538710062E-1,-1.196866280E0,3.259185380E-1
1.281038320E2,1.824177429E-1,-1.756843890E0,4.772362930E-1
1.281238130E2,-4.044705447E-1,-2.161564184E0,2.254698050E-1
1.281437940E2,-5.243740970E-1,-1.890296062E0,-6.326897836E-1
1.281637750E2,6.678558156E-2,-1.238014890E0,-1.500141183E0
1.281837560E2,5.451772478E-1,-4.969428715E-1,-2.144750515E0
1.282037370E2,4.020625151E-1,-6.322126508E-2,-2.243198331E0
1.282237180E2,6.221945431E-2,-1.397139555E-1,-2.082536725E0
1.282436990E2,1.359992925E-1,-1.175945234E-1,-1.780023422E0
1.282636800E2,3.754919632E-1,-6.971781403E-2,-1.540813245E0
1.282836610E2,3.754649198E-1,1.291065216E-3,-9.920058632E-1
1.283036420E2,-2.231122077E-2,1.175193867E-1,-4.392399162E-1
1.283236230E2,-5.707606070E-1,1.524168853E-1,-4.528914106E-1
1.283436040E2,-3.136869668E-1,3.776824763E-1,-1.256408769E-1
1.283635850E2,1.173881898E-1,9.185702433E-1,1.639185047E-1
1.283835660E2,9.527825944E-2,1.317886687E0,4.885290205E-2
1.284035470E2,5.382756695E-2,1.664382600E0,-7.195525110E-2
1.284235280E2,-1.046412597E-1,1.689288669E0,-1.459669679E-1
1.284435090E2,-4.316487685E-3,1.433830249E0,1.051259208E-1
1.284634900E2,-1.843831748E-1,1.114481350E0,6.287049061E-1
1.284834710E2,-4.491298968E-1,9.461486359E-1,7.543568927E-1
1.285034520E2,-6.115545841E-1,9.642093694E-1,5.561374515E-1
1.285234330E2,-5.561161092E-1,1.117640308E0,8.225289953E-1
1.285434140E2,-6.628373697E-1,1.491021426E0,6.153381711E-1
1.285633950E2,2.884015598E-1,9.048798649E-1,1.369193373E0
1.285833760E2,7.979160181E-1,1.315718539E-1,2.946673338E0
